"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"AEXE","OTC Link","05/02/2017","OTC Pink Limited","Y","Common Stock","","AIM EXPLORATION INC","USA","Aim Exploration Inc."
"AEXFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AMINEX PLC ORD","United Kingdom","Aminex PLC"
"AEYE","OTC Link","05/02/2017","OTCQB","N","Common Stock","","AUDIOEYE INC","USA","AudioEye, Inc."
"AFAN","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AF OCEAN INVESTMENT MGMT","USA","AF Ocean Investment Management Co."
"AFAP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AFA PROTECTIVE SYS INC","USA","AFA Protective Systems, Inc."
"AFBA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ALLIED FIRST BNCRP INC MD","USA","Allied First Bancorp, Inc."
"AFBG","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AMERICAN FBR GREEN PRODS","USA","American Fiber Green Products, Inc."
"AFCB","OTC Link","05/02/2017","OTCQX U.S. Premier","N","Common Stock","","ATHENS BANCSHARES CORP","USA","Athens Bancshares Corp."
"AFFMQ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AFFIRMATIVE INS HLDGS INC","USA","Affirmative Insurance Holdings, Inc."
"AFFU","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AFFLUENCE CORP","USA","Affluence Corp."
"AFFY","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AFFYMAX INC","USA","Affymax, Inc."
"AFGR","OTC Link","05/02/2017","OTCQX U.S.","N","Common Stock","","AFFINION GROUP HLDGS INC","USA","Affinion Group Holdings, Inc."
"AFGVY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AGFA GEVAERT NV UNSP/ADR","Belgium","Agfa-Gavaert NV"
"AFIPA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","A","AMFI CORP A","USA","AMFI Corp."
"AFLYY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AIR FRANCE-KLM ADS","France","Air France-KLM"
"AFNL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AMTRUST FINANCIAL CORP","USA","AmTrust Financial Corp."
"AFOM","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ALL FOR ONE MEDIA CORP","USA","All For One Media Corp."
"AFOXY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AFRICAN OXYGEN UNSP/ADR","South Africa","African Oxygen, Ltd."
"AFPW","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ALUMIFUEL POWER CORP NEW","USA","AlumiFuel Power Corp."
"AFRBY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AFRICAN RAINBOW MNR S/ADR","South Africa","African Rainbow Minerals Ltd."
"AFRMF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ALPHAFORM AG","Germany","Alphaform AG"
"AFRNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AFREN PLC ORD","United Kingdom","Afren plc."
"AFRS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AMER FIRST FINANCIAL INC","USA","American First Financial, Inc."
"AFTC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ALTERNATIVE FUEL TECHS","USA","Alternative Fuel Technologies, Inc."
"AFTM","OTC Link","05/02/2017","OTCQB","N","Common Stock","","AFTERMASTER INC","USA","AfterMaster, Inc."
"AFYG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AFFINITY GOLD CORP","USA","Affinity Gold Corp."
"AGCZ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ANDES GOLD CORP","USA","Andes Gold Corp."
"AGDXF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ANTIOQUA GOLD INC","Canada","Antioquia Gold Inc"
"AGDY","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AGRI-DYNAMICS INC","USA","Agri-Dynamics, Inc."
"AGEEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","APOGEE OPPORTUNITIES ORD","Canada","Apogee Opportunities Inc"
"AGESY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AGEAS NV S/ADR NEW","Belgium","ageas SA/NV"
"AGGI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ALLIED ENERGY INC","USA","Allied Energy, Inc."
"AGGX","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ANGIOGENEX INC","USA","AngioGenex, Inc."
"AGGZF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AG GROWTH INTL INC","Canada","AG Growth International Inc."
"AGHI","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AGORA HOLDINGS INC","Canada","Agora Holdings, Inc."
"AGIN","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","AMERICAN GRAPHITE TECHS","USA","American Graphite Technologies Inc."
"AGLNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AGL ENERGY ORD","Australia","AGL Energy Ltd"
"AGLNY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AGL ENERGY UNSP/ADR","Australia","AGL Energy Ltd"
"AGLT","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ANGEL TELECOM CORP","Switzerland","Angel Telecom Corp."
"AGNU","OTC Link","05/02/2017","OTCQB","N","Common Stock","","AG&E HOLDINGS INC","USA","AG&E Holdings, Inc."
"AGOAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ABENGOA SA ABG/AC B","Spain","Abengoa S.A."
"AGODY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ATLAS IRON LTD UNSP/ADR","Australia","Atlas Iron Ltd"
"AGPDY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AMER SPORTS CORP S/ADR","Finland","Amer Sports Oyi"
"AGPL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","APPLE GREEN HOLDING INC","Canada","Apple Green Holding, Inc."
"AGPPF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ANGLO PLATINUM LTD ORD","South Africa","Anglo American Platinum Ltd."
"AGPYF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AGILE PROPERTY HLDGS LTD","Hong Kong","Agile Group Holdings Limited"
"AGPYY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AGILE GRP HLDGS UNSP/ADR","Hong Kong","Agile Group Holdings Limited"
"AGRN","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","AMERICA GREENER TECHS INC","USA","America Greener Technologies, Inc."
"AGRPY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","BARCLAYS AFRICA GRP S/ADR","South Africa","Barclays Africa Group Ltd"
"AGRS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AGRISTAR INC","USA","Agristar, Inc."
"AGSM","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","SILVER STREAM MINING CORP","Canada","Silver Stream Mining Corp."
"AGSO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AGRISOLAR SOLUTIONS INC","USA","AgriSolar Solutions, Inc."
"AGSTF","OTC Link","05/02/2017","OTCQB","N","Ordinary Shares","","FUTURE FARM TECHNOLOGIES","Canada","Future Farm Technologies Inc."
"AGTEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AGTECH HOLDINGS LTD ORD","Hong Kong","Agtech Holdings Ltd."
"AGTK","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AGRITEK HOLDINGS INC","USA","Agritek Holdings, Inc."
"AGTT","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ANGSTROM TECHNOLOGIES INC","USA","Angstrom Technologies, Inc."
"AGUNF","OTC Link","05/02/2017","OTC Pink Current","N","Fund","","ARCTIC GLACIER I/F/T UNIT","Canada","Arctic Glacier Income Fund"
"AGXKF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ANGLO ASIAN MNG PLC ORD","","Anglo Asian Mining Plc."
"AGXXF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AGT FOOD & INGREDIENT","Canada","AGT Food and Ingredients, Inc."
"AGYP","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ALLIED ENERGY CORP","USA","Allied Energy Corporation"
"AGZNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AEGEAN AIRLINES ORD","Greece","AEGEAN Airlines"
"AHAG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ALPHA TECHS GROUP INC","USA","Alpha Technologies Group, Inc."
"AHAHF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AHALIFE HOLDINGS LTD ORD","USA","Ahalife Holdings Ltd"
"AHCHF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ANHUI CONCH CEMENT","China","Anhui Conch Cement Co., Ltd."
"AHCHY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ANHUI CONCH CEM UNSP/ADR","China","Anhui Conch Cement Co., Ltd."
"AHCP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ANCHORAGE INTL HLDGS CORP","USA","Anchorage International Holdings Corp."
"AHEXY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ADECCO GROUP AG UNSP/ADR","Switzerland","Adecco Group AG"
"AHFD","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ACTIVE HEALTH FOODS INC","USA","Active Health Foods, Inc."
"AHFP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ARTISANAL BRANDS INC","USA","Artisanal Brands, Inc."
"AHIT","OTC Link","05/02/2017","OTCQB","N","Common Stock","","AMERICAN HOUSING INC TR","USA","American Housing Income Trust, Inc."
"AHIX","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ALUF HOLDINGS INC","USA","Aluf Holdings, Inc."
"AHKSY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ASAHI KAISEI CRP UNSP/ADR","Japan","Asahi Kaisei Corp."
"AHNR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ATHENA SILVER CORP","USA","Athena Silver Corp"
"AHODF","OTC Link","05/02/2017","OTCQX International Premier","N","Ordinary Shares","","KONINKLIJKE AHOLD DEL ORD","The Netherlands","Koninklijke Ahold Delhaize N.V."
"AHOTF","OTC Link","05/02/2017","OTCQX International","N","Units","","AMERICAN HOTEL I/P REIT","Canada","American Hotel Income Properties REIT LP"
"AHROQ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ATHERONOVA INC","USA","Atheronova, Inc."
"AHWSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ATHENS WTR&SWGE PUB EYDAP","Greece","Athens Water & Sewage Public Co. Eydap"
"AIAGY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AURUBIS AG UNSP/ADR","Germany","Aurubis Ag"
"AIBSF","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","","ALLIED IRISH BANKS PLC","Ireland","Allied Irish Banks, P.L.C."
"AICAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AIR CHINA LTD H SHS","China","Air China, Ltd."
"AIDA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AIDA PHARMACEUTICALS INC","China","AIDA Pharmaceuticals, Inc."
"AIFLY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AIFUL CORP UNSP/ADR","Japan","Aiful Corp."
"AIFS","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AGENT INFORMATION SFTWRE","USA","Agent Information Software, Inc."
"AIGI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","ARTISTMSS INTL GROUP INC","USA","Artistmss International Group, Inc."
"AIKO","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ALTERNATIVE INVESTMENT CO","USA","Alternative Investment Corporation"
"AILFQ","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","","LEXICON BUILDING SYSTEMS","USA","Lexicon Building Systems Ltd."
"AILIH","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS 4.08 PFD","USA","Ameren Illinois Company"
"AILIM","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS 4.70 PFD","USA","Ameren Illinois Company"
"AILIN","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS 4.42 PFD","USA","Ameren Illinois Company"
"AILIO","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS 4.26 PFD","USA","Ameren Illinois Company"
"AILIP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS  4.20 PFD","USA","Ameren Illinois Company"
"AILLI","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS CO 5.16PR","USA","Ameren Illinois Company"
"AILLL","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS 6.625D/S","USA","Ameren Illinois Company"
"AILLM","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS CO 4.92PR","USA","Ameren Illinois Company"
"AILLN","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS CO 4.90PR","USA","Ameren Illinois Company"
"AILLO","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS CO 4.25PR","USA","Ameren Illinois Company"
"AILLP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS 4 PFD","USA","Ameren Illinois Company"
"AILNP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","AMEREN ILLINOIS CO7.75PFD","USA","Ameren Illinois Company"
"AIMH","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AIMRITE HOLDINGS CORP","USA","AimRite Holdings Corp."
"AINSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AINSWORTH GAME TECH LTD","Australia","Ainsworth Game Technology Ltd."
"AIOAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","SAROSSA PLC ORD","United Kingdom","Sarossa PLC"
"AIOCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AVIGILON CORP","Canada","Avigilon Corp"
"AIOM","OTC Link","05/02/2017","OTCQB","N","Common Stock","","AXIOM HOLDINGS INC","USA","Axiom Holdings, Inc."
"AIPUY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AIRPORT OF THLND UNSP/ADR","Thailand","Airports of Thailand Public Co., Ltd."
"AIQUF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","L'AIR LIQUIDE ORD","France","L'Air Liquide SA"
"AIQUY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","L'AIR LIQUIDE SA UNSP/ADR","France","L'Air Liquide SA"
"AIRO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AIRSPAN NETWORKS INC","USA","Airspan Networks, Inc."
"AIRW","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AIRWARE LABS CORP","USA","Airware Labs Corp."
"AIRYY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AIR CHINA LTD S/ADR","China","Air China, Ltd."
"AISCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","KERR MINES INC NEW","Canada","Kerr Mines Inc."
"AISSF","OTC Link","05/02/2017","OTCQB","N","Ordinary Shares","","AIS RES LTD ORD","Canada","AIS Res Ltd."
"AITG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AIR TRANSPORT GRP HLDGS","Russia","Air Transport Group Holdings, Inc."
"AIVAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AVIVA PLC ORD","United Kingdom","Aviva Plc"
"AIVI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AIVTECH INTL GROUP CO","China","Aivtech International Group Co."
"AIVN","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","AMER INTL VENTURES INC","USA","American International Ventures, Inc."
"AIXXF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AIXTRON SE NAMEN AKT","Germany","Aixtron SE"
"AJAC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","AJA CANNAFACTURING INC","USA","Aja Cannafacturing, Inc."
"AJBI","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","AMI JAMES BRANDS INC","USA","Ami James Brands, Inc."
"AJGH","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AJ GREENTECH HLDGS LTD","USA","AJ Greentech Holdings Ltd."
"AJINY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AJINOMOTO CO UNSP/ADR","Japan","Ajinomoto Co., Inc."
"AJMPF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ASHMORE GROUP PLC ORD","United Kingdom","Ashmore Group Plc."
"AJSB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","AJS BANCORP INC","USA","AJS Bancorp, Inc."
"AJXGF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AGJUNCTION INC ORD","USA","AgJunction Inc"
"AKABY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ALK ABELLO A S S/ADR","Denmark","Alk Abello AS"
"AKBIF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AKEBONO BRAKE INDUS ORD","Japan","Akebono Brake Industries"
"AKBIY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AKEBONO BRAKE INDUS S/ADR","Japan","Akebono Brake Industries"
"AKBTY","OTC Link","05/02/2017","OTCQX International Premier","N","American Depository Receipts","","AKBANK T/A/S S/ADR","Turkey","Akbank Turk Anonim Sirketi"
"AKDS","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ARKADOS GROUP INC","USA","Arkados Group, Inc."
"AKKVF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","AKASTOR ASA ASA","Norway","AKASTOR ASA ASA"
"AKKVY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","AKASTOR ASA  UNSP/ADR","Norway","AKASTOR ASA ASA"
"AKRFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ACKROO INC","Canada","Ackroo, Inc."
"AKRRF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PHILLY SHIPYARD ASA ORD","Norway","Philly Shipyard ASA"
"AKRYY","OTC Link","05/02/2017","OTC Pink No Information","N","American Depository Receipts","","AKER SOLTNS ASA UNSP/ADR","Norway","Aker Solutions ASA"
"AKTS","OTC Link","05/02/2017","OTCQB","N","Common Stock","","AKOUSTIS TECHNOLOGIES INC","USA","Akoustis Technologies, Inc."
"AKVA","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ARKANOVA ENERGY CORP","USA","Arkanova Energy Corp."
"AKZOF","OTC Link","05/02/2017","OTCQX International Premier","N","Ordinary Shares","","AKZO NOBEL NV ORD","The Netherlands","Akzo Nobel N.V."
"AKZOY","OTC Link","05/02/2017","OTCQX International Premier","N","American Depository Receipts","","AKZO NOBEL N V S/ADR","The Netherlands","Akzo Nobel N.V."
"ALAD","OTC Link/BB","05/02/2017","OTCQB","N","Common Stock","","ALADDIN INTL INC","China","Aladdin Intl Inc."
"ALAN","OTC Link","05/02/2017","OTCQB","N","Common Stock","","ALANCO TECHS INC","USA","Alanco Technologies, Inc."
"ALAWP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","ALABAMA POWER CO 61/2% PR","USA","Alabama Power Co."
"ALBKF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","ALPHA BANK SA ORD NEW","Greece","Alpha Bank S.A."
"ALBKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","ALPHA BANK AE SPNS/ADR","Greece","Alpha Bank S.A."
"ALBMP","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","ALABAMA PWR CO 6.45% PFD","USA","Alabama Power Co."
"ALBWF","OTC Link","05/02/2017","OTC Pink Current","N","Warrants","","ALPHA BANK SA WTS","Greece","Alpha Bank SA"
"ALBY","OTC Link","05/02/2017","OTCQX U.S. Premier","N","Common Stock","","COMMUTY CAP BNCSHS INC","USA","Community Capital Bancshares, Inc."
"ALDA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","ATLANTICA INC","USA","Atlantica, Inc."
